what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542692982030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542692990501
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693009503
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693035188
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1542693037512
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693055421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693062670
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1542693062689
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1542693077779
activated,view,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.ui.ServersView",1542693081148
executed,command,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.stop",1542693081211
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1542693081946
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693084286
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693086300
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693093941
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693096677
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693100486
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693109579
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693112731
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693119553
activated,view,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.ui.ServersView",1542693119584
activated,editor,org.eclipse.wst.xml.ui,1.1.104.v201103021532,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1542693119771
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1542693119927
activated,editor,org.eclipse.wst.xml.ui,1.1.104.v201103021532,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1542693122659
activated,editor,org.eclipse.wst.xml.ui,1.1.104.v201103021532,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1542693122722
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1542693122956
activated,editor,org.eclipse.wst.xml.ui,1.1.104.v201103021532,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1542693123691
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1542693123894
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1542693124799
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693126437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693130758
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693140898
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542693142906
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1542693142938
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1542710603114
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1542710603223
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1542710603394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542710603457
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542710608171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1542710609513
